Hakusana	Sanaluokat	count
hellepäivä	substantiivi	1994
kerma	substantiivi	1994
arvailla	verbi	1993
poliisikoira	substantiivi	1993
rajavalvonta	substantiivi	1993
kaventua	verbi	1992
seniori	substantiivi	1992
hirvittää	verbi	1991
nettiyhteys	substantiivi	1991
tukipalvelu	substantiivi	1991
laihduttaa	verbi	1990
pimetä	verbi	1990
kukkula	substantiivi	1989
promoottori	substantiivi	1989
tarjoilu	substantiivi	1989
loisto	substantiivi, adjektiivi	1988
elämänlaatu	substantiivi	1987
kieltämättä	adverbi	1987
koskemattomuus	substantiivi	1987
lääkärihelikopteri	substantiivi	1987
siunaus	substantiivi	1986
epämiellyttävä	adjektiivi	1985
terroriteko	substantiivi	1985
turvattomuus	substantiivi	1985
delfiini	substantiivi	1984
huolimattomuus	substantiivi	1984
sairastelu	substantiivi	1984
ulkoasiainvaliokunta	substantiivi	1984
arabimaa	substantiivi	1983
perhe-elämä	substantiivi	1983
periytyä	verbi	1983
suurmäki	substantiivi	1983
ilmastointi	substantiivi	1982
luonnonvarainen	adjektiivi	1982
myrkyttää	verbi	1982
routa	substantiivi	1982
taipumus	substantiivi	1982
kahdenvälinen	adjektiivi	1981
katos	substantiivi	1981
asialista	substantiivi	1980
finaaliottelu	substantiivi	1980
kuuloke	substantiivi	1980
instrumentti	substantiivi	1979
osakeanti	substantiivi	1979
pulpetti	substantiivi	1979
omaehtoinen	adjektiivi	1978
perääntyä	verbi	1978
kehdata	verbi	1977
huipennus	substantiivi	1976
terveydellinen	adjektiivi	1976
alistaa	verbi	1975
eteläkarjalainen	adjektiivi, substantiivi	1975
looginen	adjektiivi	1975
tunnetusti	adverbi	1975
jalostamo	substantiivi	1974
typerä	adjektiivi, substantiivi	1974
säikähdys	substantiivi	1973
informoida	verbi	1972
kokeellinen	adjektiivi	1972
kylpeä	verbi	1972
pähkinä	substantiivi	1972
työtunti	substantiivi	1972
kelata	verbi	1970
kuumeta	verbi	1970
omistajaohjaus	substantiivi	1970
takamies	substantiivi	1970
islamistinen	adjektiivi	1969
löyly	substantiivi	1969
puutarhuri	substantiivi	1969
stipendi	substantiivi	1969
autokoulu	substantiivi	1968
yksinkertaistaa	verbi	1968
virnistää	verbi	1967
liikennöitsijä	substantiivi	1966
toveri	substantiivi	1966
viestijoukkue	substantiivi	1966
puolipäivä	substantiivi	1965
puuro	substantiivi	1964
tuhkarokko	substantiivi	1964
äänestysaktiivisuus	substantiivi	1964
ilmapallo	substantiivi	1963
rahankäyttö	substantiivi	1963
kaupunkiseutu	substantiivi	1962
lopen	adverbi	1962
kamariorkesteri	substantiivi	1961
kiertotalous	substantiivi	1961
todentaa	verbi	1961
pyykki	substantiivi*	1960
nelinkertainen	adjektiivi	1959
sieppaus	substantiivi	1959
toimikunta	substantiivi	1958
erikoislääkäri	substantiivi	1957
ryhmäkoko	substantiivi	1956
heijastin	substantiivi	1955
maakuntakaava	substantiivi	1955
aurinkoenergia	substantiivi	1954
erimielinen	adjektiivi	1954
himoita	verbi	1954
kyselytutkimus	substantiivi	1954
piirustus	substantiivi	1954
syvemmälle	adverbi	1954
live	adjektiivi	1953
keinotekoinen	adjektiivi	1952
kiskaista	verbi	1952
kivääri	substantiivi	1952
lähtöpaikka	substantiivi	1952
läpinäkyvyys	substantiivi	1952
taustoittaa	verbi	1952
huutokaupata	verbi	1950
sukupuolivähemmistö	substantiivi	1950
turvatarkastus	substantiivi	1950
vapaauinti	substantiivi	1950
hyväntuulinen	adjektiivi	1949
riisi	substantiivi*	1949
tapahtumajärjestäjä	substantiivi	1949
valeuutinen	substantiivi	1949
itsemääräämisoikeus	substantiivi	1948
lakkoilla	verbi	1948
pumppu	substantiivi	1948
tarjoaja	substantiivi	1948
raja-alue	substantiivi	1947
patruuna	substantiivi*	1946
salaperäinen	adjektiivi	1946
viitsiä	verbi	1946
liike-elämä	substantiivi	1945
lumivyöry	substantiivi	1945
karttaa	verbi	1944
kohista	verbi	1944
rintasyöpä	substantiivi	1944
määrätietoinen	adjektiivi	1943
tuplasti	adverbi	1943
haulikko	substantiivi	1942
menestystarina	substantiivi	1942
autio	adjektiivi	1941
pohjoiskarjalainen	adjektiivi, substantiivi	1941
saku	substantiivi	1941
sähköistää	verbi	1941
valitella	verbi	1940
väistyvä	adjektiivi	1940
kriisitilanne	substantiivi	1939
meloa	verbi	1939
yksinomaan	adverbi	1939
akseli	substantiivi	1938
historioitsija	substantiivi	1938
koeaika	substantiivi	1938
neuvottelija	substantiivi	1938
tunnusmerkki	substantiivi	1938
sähkölaite	substantiivi	1937
influenssarokotus	substantiivi	1936
lanta	substantiivi	1936
vasemmistopuolue	substantiivi	1936
metsästyskausi	substantiivi	1935
raivaus	substantiivi	1935
hurjasti	adverbi	1934
sijoitusyhtiö	substantiivi	1934
takavarikko	substantiivi	1934
täsmälleen	adverbi	1934
yöpäivystys	substantiivi	1934
ekosysteemi	substantiivi	1933
ajonopeus	substantiivi	1932
erätauko	substantiivi	1932
hiilineutraali	adjektiivi	1932
kustannustehokas	adjektiivi	1932
ohjauskorko	substantiivi	1932
sekajäte	substantiivi	1932
touhuta	verbi	1932
ohilaukaus	substantiivi	1931
terveyshaitta	substantiivi	1930
hallitsija	substantiivi	1929
sanailla	verbi	1928
vilkkua	verbi	1928
hamuta	verbi	1927
lähiseutu	substantiivi	1927
maatalousyrittäjä	substantiivi	1927
mureta	verbi	1927
tavaraliikenne	substantiivi	1927
kondomi	substantiivi	1926
maahanmuuttopolitiikka	substantiivi	1926
melodia	substantiivi	1926
muuttolintu	substantiivi	1926
yhtenäistää	verbi	1926
logiikka	substantiivi	1925
kolmiloikka	substantiivi	1924
mittasuhteet	substantiivi	1924
pörssisähkö	substantiivi	1924
osastopäällikkö	substantiivi	1923
sanasto	substantiivi	1923
kylpylähotelli	substantiivi	1922
syysloma	substantiivi	1922
takaus	substantiivi	1922
täti	substantiivi	1922
vaari	substantiivi*	1922
mato	substantiivi	1921
pöydätä	verbi	1921
tylysti	adverbi	1921
hoitotakuu	substantiivi	1920
piha-alue	substantiivi	1920
soihtu	substantiivi	1920
käyttöaste	substantiivi	1919
terästehdas	substantiivi	1919
radikaalisti	adverbi	1918
hölmö	adjektiivi, substantiivi	1917
liina	substantiivi	1917
lohkovoitto	substantiivi	1917
asentaja	substantiivi	1916
kolhu	substantiivi	1916
veikka	substantiivi*	1916
maalailla	verbi	1915
pursuta	verbi	1915
korkeatasoinen	adjektiivi	1914
koho	substantiivi	1913
pakastin	substantiivi	1913
taatusti	adverbi	1913
virkistää	verbi	1913
ohja	substantiivi	1912
asteroidi	substantiivi	1911
temppeli	substantiivi	1911
konsertto	substantiivi	1910
standardi	substantiivi	1910
uumoilla	verbi	1910
jatke	substantiivi	1909
hoitomuoto	substantiivi	1908
irtiotto	substantiivi	1908
kolttasaamelainen	adjektiivi, substantiivi	1908
lehmus	substantiivi	1908
peitota	verbi	1908
kivijalka	substantiivi	1906
konsertoida	verbi	1906
karkeasti	adverbi	1904
lämpöennätys	substantiivi	1904
pätevyys	substantiivi	1904
tina	substantiivi	1904
vasara	substantiivi	1904
vähyys	substantiivi	1903
info	substantiivi	1901
laueta	verbi	1901
elinikä	substantiivi	1900
jatko-osa	substantiivi	1900
lähietäisyys	substantiivi	1900
näkö	substantiivi	1900
oheinen	adjektiivi	1900
pilkata	verbi	1900
sisällyttää	verbi	1899
itäsuomalainen	adjektiivi, substantiivi	1898
asiaton	adjektiivi, substantiivi	1897
juridinen	adjektiivi	1897
kilowattitunti	substantiivi	1897
hiukkanen	substantiivi	1895
kani	substantiivi*	1895
kuisma	substantiivi	1895
menetellä	verbi	1895
persoonallisuus	substantiivi	1895
tukihenkilö	substantiivi	1895
haka	substantiivi*	1894
pompata	verbi	1894
vaellus	substantiivi	1894
sirkku	substantiivi	1893
sulkava	substantiivi	1893
täpärästi	adverbi	1893
ammattikalastaja	substantiivi	1892
asuntola	substantiivi	1892
hurahtaa	verbi	1892
naurettava	adjektiivi	1892
paralympialaiset	substantiivi	1892
peliväline	substantiivi	1892
vuoristorata	substantiivi	1891
rynniä	verbi	1890
valaisin	substantiivi	1890
ihmeissään	adverbi	1889
minkki	substantiivi	1889
ritari	substantiivi	1889
yhteiskoulu	substantiivi	1889
aarnio	substantiivi*	1888
alentua	verbi	1888
lätkä	substantiivi	1888
onnittelu	substantiivi	1888
diktatuuri	substantiivi	1887
kotipaikkakunta	substantiivi	1886
koululuokka	substantiivi	1886
käyttökelpoinen	adjektiivi	1886
mekaaninen	adjektiivi	1886
jolla	substantiivi	1885
profiloitua	verbi	1885
astma	substantiivi	1884
isänmaa	substantiivi	1884
maahantuoja	substantiivi	1884
notkahdus	substantiivi	1884
päällyste	substantiivi	1884
virka-asunto	substantiivi	1884
esivaali	substantiivi	1883
kiintiöpakolainen	substantiivi	1883
kivinen	adjektiivi	1883
latoa	verbi	1883
rita	substantiivi	1883
alkometri	substantiivi	1882
ikävuosi	substantiivi	1882
janota	verbi	1882
kasvukeskus	substantiivi	1882
sääli	substantiivi	1882
liikenneympyrä	substantiivi	1881
tietämys	substantiivi	1881
kyselytunti	substantiivi	1880
nipistää	verbi	1880
osallistaa	verbi	1880
hävikki	substantiivi	1879
aiheeton	adjektiivi	1878
inkeroinen	substantiivi	1878
miete	substantiivi	1878
kaarti	substantiivi	1877
sikiö	substantiivi	1877
muuntua	verbi	1876
pääsisäänkäynti	substantiivi	1876
eristäytyä	verbi	1875
kasarmi	substantiivi	1875
vaikuttavuus	substantiivi	1875
vatsatauti	substantiivi	1875
verkostoitua	verbi	1875
alkujaan	adverbi	1874
hommata	verbi	1874
itsemurhaisku	substantiivi	1873
itärannikko	substantiivi	1873
tulovero	substantiivi	1872
ulkonaliikkumiskielto	substantiivi	1872
himota	verbi	1871
kranaatti	substantiivi	1871
rikkaus	substantiivi	1871
kato	substantiivi	1870
kuvalehti	substantiivi	1870
romanialainen	adjektiivi, substantiivi	1870
tasoinen	adjektiivi	1870
edunvalvonta	substantiivi	1869
kastua	verbi	1869
konepaja	substantiivi	1869
väärennös	substantiivi	1869
karkumatka	substantiivi	1868
varaosa	substantiivi	1868
vastaisku	substantiivi	1868
kauniisti	adverbi	1867
keväisin	adverbi	1867
kosmetiikka	substantiivi	1867
paahtaa	verbi	1867
peilata	verbi*	1867
tuottava	adjektiivi	1867
hulluus	substantiivi	1866
luotain	substantiivi	1866
sujuvuus	substantiivi	1866
talousrikos	substantiivi	1866
tapauskohtaisesti	adverbi	1866
teipata	verbi	1866
tarkennus	substantiivi	1864
tökkiä	verbi	1864
seiväs	substantiivi	1863
kirkkoneuvosto	substantiivi	1862
sosialisti	substantiivi	1862
taksikuski	substantiivi	1862
tuumata	verbi	1862
harjoittelija	substantiivi	1860
lakeus	substantiivi	1859
peräkärry	substantiivi	1858
puuvilla	substantiivi	1858
valitsijayhdistys	substantiivi	1858
komentaa	verbi	1857
louhos	substantiivi	1857
noteerata	verbi	1857
peluuttaa	verbi	1857
savuke	substantiivi	1857
uumen	substantiivi	1857
julistautua	verbi	1856
kausikortti	substantiivi	1856
keräilijä	substantiivi	1856
käsipallo	substantiivi	1856
manata	verbi	1856
mobiililaite	substantiivi	1856
myötätuuli	substantiivi	1856
neljästi	adverbi	1856
sydänkohtaus	substantiivi	1855
radio-ohjelma	substantiivi	1854
tarkistus	substantiivi	1854
työperäinen	adjektiivi	1854
vegaani	substantiivi	1854
asteikko	substantiivi	1853
lääni	substantiivi	1852
raakku	substantiivi	1852
mallikkaasti	adverbi	1851
rakennusmies	substantiivi	1851
tavaramerkki	substantiivi	1851
ujo	adjektiivi	1851
sadealue	substantiivi	1850
ulosotto	substantiivi	1850
valtavirta	substantiivi	1850
haikailla	verbi	1849
kolkka	substantiivi*	1849
kuhina	substantiivi	1849
ominainen	adjektiivi	1849
rangaistuslaukaus	substantiivi	1849
rauhanpalkinto	substantiivi	1849
tempo	substantiivi	1848
budjetoida	verbi	1847
mitalipeli	substantiivi	1847
selvitysmies	substantiivi	1847
taikina	substantiivi	1847
huilata	verbi	1846
luettelo	substantiivi	1846
maineikas	adjektiivi	1846
palkkatuki	substantiivi	1846
pioneeri	substantiivi	1846
polttopuu	substantiivi	1846
rikkinäinen	adjektiivi	1846
rynnistää	verbi	1846
vaaraton	adjektiivi	1846
vaikkei	alistuskonjunktio, kieltoverbi	1846
joukkuekilpailu	substantiivi	1845
porno	substantiivi	1845
provosoida	verbi	1845
rientää	verbi	1845
solidaarisuus	substantiivi	1845
vuosipäivä	substantiivi	1845
työterveys	substantiivi	1844
linnunpönttö	substantiivi	1843
herkistyä	verbi	1842
myrkytys	substantiivi	1842
vähiin	adverbi	1842
omenapuu	substantiivi	1841
taata	substantiivi	1841
vankileiri	substantiivi	1841
homoseksuaali	substantiivi	1840
viritä	verbi	1840
homoseksuaalisuus	substantiivi	1839
läksy	substantiivi	1839
takapakki	substantiivi	1839
ampumarata	substantiivi	1838
fosfori	substantiivi	1838
kasvusto	substantiivi	1838
kuvitteellinen	adjektiivi	1838
malaga	substantiivi	1838
vesilintu	substantiivi	1838
martta	substantiivi	1837
mäkärä	substantiivi	1837
päivätä	verbi	1837
kolmio	substantiivi	1836
käsihygienia	substantiivi	1836
oikeudenmukaisuus	substantiivi	1836
seremonia	substantiivi	1836
kaupunkialue	substantiivi	1835
laitapuolustaja	substantiivi	1835
lisenssi	substantiivi	1835
samaistua	verbi	1835
varajäsen	substantiivi	1835
villitä	verbi	1835
biologi	substantiivi	1834
takka	substantiivi*	1833
äänestystulos	substantiivi	1833
tuoksua	verbi	1832
vesijohto	substantiivi	1832
hälyttävä	adjektiivi	1831
raapia	verbi	1831
taus	substantiivi	1831
fantasia	substantiivi	1829
keikkua	verbi	1829
keskusvaalilautakunta	substantiivi	1829
mut	konjunktio	1829
sähkönjakelu	substantiivi	1828
kiikari	substantiivi	1827
paluumuuttaja	substantiivi	1827
petrata	verbi	1827
salakuljettaja	substantiivi	1827
näytteenotto	substantiivi	1826
riitely	substantiivi	1826
sähköjohto	substantiivi	1826
matkakohde	substantiivi	1825
huutava	adjektiivi	1823
pilleri	substantiivi	1823
risu	substantiivi	1823
sammakko	substantiivi	1823
tienoo	substantiivi	1823
islanti	substantiivi	1822
elintaso	substantiivi	1821
lavaste	substantiivi	1821
tunnistautua	verbi	1821
lakki	substantiivi	1820
paikallisliikenne	substantiivi	1820
pakka	substantiivi*	1820
oikeudenkäyntikulut	substantiivi	1819
sateenvarjo	substantiivi	1819
yritysjohtaja	substantiivi	1819
fiktio	substantiivi	1818
lintulaji	substantiivi	1818
tasavertainen	adjektiivi	1818
dinosaurus	substantiivi	1817
rinnakkain	adverbi	1817
seuloa	verbi	1817
itsevarma	adjektiivi	1816
tunniste	substantiivi	1816
tupata	verbi	1816
korealainen	adjektiivi, substantiivi	1815
made	substantiivi	1815
nimipäivä	substantiivi	1815
poni	substantiivi	1815
lotto	substantiivi	1814
maitotila	substantiivi	1814
tähkä	substantiivi	1814
selonteko	substantiivi	1813
supikoira	substantiivi	1813
naamioitua	verbi	1811
lyhytohjelma	substantiivi	1810
marihuana	substantiivi	1810
miehittämätön	adjektiivi	1810
myyntijohtaja	substantiivi	1810
piiloutua	verbi	1810
syöksy	substantiivi	1810
unettomuus	substantiivi	1810
verkkopankki	substantiivi	1810
jenkki	substantiivi	1809
tuunata	verbi	1809
uhalla		1809
alaston	adjektiivi	1808
eritellä	verbi	1808
perho	substantiivi	1808
taluttaa	verbi	1808
tarkoituksenmukainen	adjektiivi	1808
rikastua	verbi	1807
suurtapahtuma	substantiivi	1807
viittomakielinen	adjektiivi	1807
epäonninen	adjektiivi	1805
huonota	verbi	1805
iloisesti	adverbi	1805
kaatolupa	substantiivi	1805
matkailuala	substantiivi	1805
meemi	substantiivi	1805
rehellisyys	substantiivi	1805
soppa	substantiivi	1805
symbolinen	adjektiivi	1805
energiatehokkuus	substantiivi	1804
linssi	substantiivi	1804
neuvottelupöytä	substantiivi	1804
passiivinen	adjektiivi	1804
polkupyöräilijä	substantiivi	1804
totaalinen	adjektiivi	1804
valokeila	substantiivi	1804
kansanmusiikki	substantiivi	1803
kauppaketju	substantiivi	1803
loukkaus	substantiivi	1803
pyydys	substantiivi	1803
taputtaa	verbi	1803
tietoturva	substantiivi	1802
valtaisa	adjektiivi	1802
ay-liike	substantiivi	1801
määränpää	substantiivi	1801
sykähdyttää	verbi	1801
talvirengas	substantiivi	1801
tekijänoikeus	substantiivi	1800
kasvillisuus	substantiivi	1799
napsia	verbi	1799
työtoveri	substantiivi	1799
ulkotila	substantiivi	1799
duuni	substantiivi	1798
koehenkilö	substantiivi	1798
korvausvaatimus	substantiivi	1798
olympiavoitto	substantiivi	1798
ratifioida	verbi	1798
sorvata	verbi	1798
alempana	adverbi	1797
sakottaa	verbi	1797
epätoivo	substantiivi	1796
eritasoliittymä	substantiivi	1796
vaalikeskustelu	substantiivi	1796
eteläpohjalainen	adjektiivi, substantiivi	1794
hopeamitali	substantiivi	1794
moukari	substantiivi	1794
kehys	substantiivi	1793
turvallisuusriski	substantiivi	1793
työturvallisuus	substantiivi	1793
kirvoittaa	verbi	1792
loma-asunto	substantiivi	1792
myyntipäällikkö	substantiivi	1792
ansioitua	verbi	1791
kasvukausi	substantiivi	1791
moraali	substantiivi	1791
banaani	substantiivi	1790
maaliero	substantiivi	1790
turvaton	adjektiivi	1790
tyystin	adverbi	1790
valmistava	adjektiivi	1790
hiihto-osuus	substantiivi	1789
kasautua	verbi	1789
kiekkoilla	verbi	1789
kolmipäiväinen	adjektiivi	1789
korvaamaton	adjektiivi	1789
entisellään	adverbi	1788
haalari	substantiivi	1788
revanssi	substantiivi	1788
kielteisesti	adverbi	1787
kumppanuus	substantiivi	1787
lupautua	verbi	1787
lääkeaine	substantiivi	1787
pisara	substantiivi	1787
viaton	adjektiivi	1787
huhuta	verbi	1786
työriita	substantiivi	1786
ulostulo	substantiivi	1786
varjella	verbi	1786
rajoite	substantiivi	1785
aamiainen	substantiivi	1784
ajaja	substantiivi	1784
hyvinvointikeskus	substantiivi	1784
taka-ala	substantiivi	1784
vaaliuurna	substantiivi	1783
horisontti	substantiivi	1782
saarivaltio	substantiivi	1782
voimistelija	substantiivi	1782
harventaa	verbi	1781
oodi	substantiivi	1780
ulkoseinä	substantiivi	1780
velallinen	substantiivi	1779
kiehua	verbi	1778
reisi	substantiivi	1778
terveysriski	substantiivi	1778
rahti	substantiivi	1777
hulppea	adjektiivi	1776
mikki	substantiivi	1776
rikosoikeus	substantiivi	1776
suojelupoliisi	substantiivi	1776
joulurauha	substantiivi	1775
koulukuljetus	substantiivi	1775
kunniamerkki	substantiivi	1775
kätkö	substantiivi	1775
tukiasema	substantiivi	1775
ympäristöasia	substantiivi	1775
arvonimi	substantiivi	1774
kannustin	substantiivi	1774
päästökauppa	substantiivi	1774
joulupöytä	substantiivi	1773
kasvokkain	adverbi	1773
kovuus	substantiivi	1773
kuikka	substantiivi	1773
retoriikka	substantiivi	1773
mestarijoukkue	substantiivi	1772
nopeutua	verbi	1772
ohitus	substantiivi	1772
penkka	substantiivi	1772
everstiluutnantti	substantiivi	1771
puoluejohto	substantiivi	1771
tähytä	verbi	1771
huumata	verbi	1770
pääasiallinen	adjektiivi	1770
varastorakennus	substantiivi	1770
kulta-aika	substantiivi	1769
kummi	substantiivi	1769
vedenottamo	substantiivi	1769
haittaohjelma	substantiivi	1768
lakiehdotus	substantiivi	1768
rehevöityä	verbi	1768
sulautua	verbi	1768
suppea	adjektiivi	1768
analysointi	substantiivi	1766
kiistaton	adjektiivi	1766
päätoiminen	adjektiivi	1766
ulkomaanmatka	substantiivi	1766
istumapaikka	substantiivi	1765
kämmen	substantiivi	1765
metsätalousministeri	substantiivi	1765
rynnäkkökivääri	substantiivi	1765
koulukyyti	substantiivi	1764
apulaisprofessori	substantiivi	1763
kokonaiskustannukset	substantiivi	1763
roihuta	verbi	1763
viitta	substantiivi*	1763
lentävä	substantiivi	1762
hätkähdyttää	verbi	1761
jauho	substantiivi	1761
opetusala	substantiivi	1761
pääovi	substantiivi	1761
soutaa	verbi	1761
suvanto	substantiivi	1761
pelastautua	verbi	1760
putkisto	substantiivi	1760
reserviläinen	substantiivi	1760
dokumentoida	verbi	1759
maailmanloppu	substantiivi	1759
tehovalvonta	substantiivi	1759
nimikirjoitus	substantiivi	1758
paremmuus	substantiivi	1758
sähkötupakka	substantiivi	1758
räjäytys	substantiivi	1757
sekainen	adjektiivi	1757
tihkua	verbi	1757
parivaljakko	substantiivi	1756
pörssikurssi	substantiivi	1756
yksityisasunto	substantiivi	1756
ahdistua	verbi	1755
jalanjälki	substantiivi	1755
kaiku	substantiivi	1755
kevättulva	substantiivi	1755
korkeimmillaan	adverbi	1755
kuormittua	verbi	1755
muotoilija	substantiivi	1755
nuorisotyöntekijä	substantiivi	1755
saneerata	verbi	1754
vaalitilaisuus	substantiivi	1754
virkistyskäyttö	substantiivi	1754
diplomi-insinööri	substantiivi	1753
normaalikoulu	substantiivi	1753
uudisrakentaminen	substantiivi	1753
hätyytellä	verbi	1752
ilkeä	adjektiivi	1752
oikeusistuin	substantiivi	1752
komponentti	substantiivi	1751
kärjistää	verbi	1751
omatunto	substantiivi	1751
poromies	substantiivi	1750
yhteistoimintaneuvottelu	substantiivi	1750
avaruusromu	substantiivi	1749
lähettyvillä	postpositio, adverbi	1749
taidenäyttely	substantiivi	1749
tölkki	substantiivi	1749
alati	adverbi	1747
huumepoliisi	substantiivi	1747
manipuloida	verbi	1747
vappuaatto	substantiivi	1747
maailmankuva	substantiivi	1746
mafia	substantiivi	1745
paalu	substantiivi	1745
vauras	adjektiivi	1745
satunnaisesti	adverbi	1744
työsulku	substantiivi	1744
yleiskuva	substantiivi	1744
konserttitalo	substantiivi	1743
kunnanvaltuutettu	substantiivi	1743
sympaattinen	adjektiivi	1743
tekopaikka	substantiivi	1743
aurinkolasit	substantiivi	1742
kämppä	substantiivi	1742
osakaskunta	substantiivi	1742
ruokinta	substantiivi	1742
kuosi	substantiivi	1741
pohjoissavolainen	adjektiivi, substantiivi	1741
sitoumus	substantiivi	1741
luottamuksellinen	adjektiivi	1740
majava	substantiivi	1740
muistiinpano	substantiivi	1740
riepotella	verbi	1740
säilytys	substantiivi	1740
tappioasema	substantiivi	1740
kokonaismäärä	substantiivi	1739
korea	substantiivi	1739
purjevene	substantiivi	1739
sovinto	substantiivi	1739
tusina	substantiivi	1739
joukkomurha	substantiivi	1737
raita	substantiivi*	1737
ideologinen	adjektiivi	1736
jääkarhu	substantiivi	1736
kirkastaa	verbi	1736
käry	substantiivi	1736
sähkövika	substantiivi	1736
yhdiste	substantiivi	1736
keskihinta	substantiivi	1735
kirkastua	verbi	1735
muistikuva	substantiivi	1735
grillata	verbi	1734
kolahtaa	verbi	1734
kotityö	substantiivi	1734
laatta	substantiivi	1734
teleoperaattori	substantiivi	1734
budjetointi	substantiivi	1732
viittaus	substantiivi	1732
hävettää	verbi	1731
laillisesti	adverbi	1731
sosiaalitoimi	substantiivi	1731
venähtää	verbi	1731
hahmotella	verbi	1730
vaikuttua	verbi	1730
maalämpö	substantiivi	1729
myötätunto	substantiivi	1729
palkkalista	substantiivi	1729
uusnatsi	substantiivi	1729
maistraatti	substantiivi	1728
paperikone	substantiivi	1728
työtila	substantiivi	1728
voimankäyttö	substantiivi	1728
kaikkialle	adverbi	1727
mallisto	substantiivi	1727
rantavesi	substantiivi	1727
tepsiä	verbi	1727
vaihdos	substantiivi	1727
villieläin	substantiivi	1726
jäljitys	substantiivi	1725
keitto	substantiivi	1725
koalitio	substantiivi	1725
poikkeava	adjektiivi	1725
älylaite	substantiivi	1725
lammikko	substantiivi	1723
latvialainen	adjektiivi, substantiivi	1723
likoon	adverbi	1723
peruskoululainen	substantiivi	1723
tsempata	verbi	1723
tukeutua	verbi	1723
uskaltautua	verbi	1723
irtaimisto	substantiivi	1722
kehätie	substantiivi	1722
lupahakemus	substantiivi	1722
liikenneyhteys	substantiivi	1721
paukuttaa	verbi	1721
sataprosenttinen	adjektiivi	1721
kättely	substantiivi	1720
mitätöidä	verbi	1720
chili	substantiivi	1719
työkyvyttömyyseläke	substantiivi	1719
viilentää	verbi	1719
milli	substantiivi	1718
tuloero	substantiivi	1718
meikki	substantiivi	1717
kilpailukielto	substantiivi	1716
koskelo	substantiivi	1716
otteluohjelma	substantiivi	1716
pääkäsittely	substantiivi	1715
aliarvioida	verbi	1714
erehdys	substantiivi	1714
jalkapallo-ottelu	substantiivi	1714
pappa	substantiivi	1714
peruspalveluministeri	substantiivi	1714
jututtaa	verbi	1713
moka	substantiivi	1713
aloittelija	substantiivi	1712
arkielämä	substantiivi	1712
hurmos	substantiivi	1712
judo	substantiivi	1712
kristinusko	substantiivi	1712
valintakoe	substantiivi	1712
paikalleen	adverbi	1711
päihtynyt	adjektiivi, substantiivi	1711
jäsenistö	substantiivi	1710
lastenkoti	substantiivi	1710
pienikokoinen	adjektiivi	1710
pouta	substantiivi	1710
säästökuuri	substantiivi	1710
herkkyys	substantiivi	1709
samanikäinen	adjektiivi	1709
tukeva	adjektiivi	1709
imettää	verbi	1708
vyyhti	substantiivi	1708
yhdyskunta	substantiivi	1708
aamuvuoro	substantiivi	1707
arpi	substantiivi	1707
metsuri	substantiivi	1707
polttoöljy	substantiivi	1707
ajo-oikeus	substantiivi	1705
anniskelu	substantiivi	1705
räntäsade	substantiivi	1705
havainnoida	verbi	1703
muunnos	substantiivi	1703
valjeta	verbi	1703
häiriintyä	verbi	1702
illansuu	substantiivi	1702
joulukortti	substantiivi	1702
jäävuori	substantiivi	1702
tasokas	adjektiivi	1702
viihtyisä	adjektiivi	1702
kymmenentuhatta	numeraali	1701
keskitaso	substantiivi	1700
osanottaja	substantiivi	1700
tasapuolisesti	adverbi	1700
jumiin	adverbi	1699
kuivattaa	verbi	1699
nastarengas	substantiivi	1699
harvaan	adverbi	1698
kesärengas	substantiivi	1698
määrittely	substantiivi	1698
olotila	substantiivi	1697
pohja-aika	substantiivi	1697
puikko	substantiivi	1697
vierähtää	verbi	1697
evoluutio	substantiivi	1696
hinnankorotus	substantiivi	1696
karkotus	substantiivi	1696
kolo	substantiivi	1696
korkea-arvoinen	adjektiivi	1696
lauantaisin	adverbi	1695
mietteliäs	adjektiivi	1695
farmi	substantiivi	1694
lähestulkoon	adverbi	1694
vetovoimainen	adjektiivi	1694
kovilla	adverbi	1693
murheellinen	adjektiivi	1693
sadella	verbi	1693
duuma	substantiivi	1692
huutelu	substantiivi	1692
lähennellä	verbi	1692
vaarallisuus	substantiivi	1692
vauhdikkaasti	adverbi	1692
yhdeksäsluokkalainen	substantiivi	1692
suojaus	substantiivi	1691
uteliaisuus	substantiivi	1691
hellitä	verbi	1690
kamarimusiikki	substantiivi	1690
särkyä	verbi	1690
voimalinja	substantiivi	1690
apteekkari	substantiivi	1689
eritoten	adverbi	1689
islantilainen	adjektiivi, substantiivi	1689
kauempaa	adverbi	1689
parrasvalot	substantiivi	1689
ruska	substantiivi	1688
ihmisoikeusjärjestö	substantiivi	1687
osasyy	substantiivi	1687
palvelupiste	substantiivi	1687
taivuttaa	verbi	1686
päivisin	adverbi	1685
veronkierto	substantiivi	1685
yksinhuoltaja	substantiivi	1685
olento	substantiivi	1684
poliisimies	substantiivi	1684
päivätyö	substantiivi	1682
vasemmalta	adverbi	1682
kuolemansyy	substantiivi	1681
lähestymistapa	substantiivi	1681
mestaruuskisa	substantiivi	1681
kalmari	substantiivi	1680
kärkipelaaja	substantiivi	1680
painotus	substantiivi	1680
pääsylippu	substantiivi	1680
tappouhkaus	substantiivi	1680
teini-ikä	substantiivi	1680
hetkellinen	adjektiivi	1679
oopperalaulaja	substantiivi	1679
peni	substantiivi	1679
