Hakusana	Sanaluokat	count
kerronta	substantiivi	1335
opinto-ohjaaja	substantiivi	1335
alli	substantiivi*	1334
asekauppa	substantiivi	1334
olvi	substantiivi	1334
populistinen	adjektiivi	1334
joukkotappelu	substantiivi	1333
konduktööri	substantiivi	1333
lihoa	verbi	1333
lehtipuu	substantiivi	1331
ryhti	substantiivi	1331
vadelma	substantiivi	1331
yhteiskunnallisesti	adverbi	1331
alaosa	substantiivi	1330
ammuskella	verbi	1330
hetkauttaa	verbi	1330
häipyä	verbi	1330
toimielin	substantiivi	1330
jalo	adjektiivi	1329
kaappaus	substantiivi	1329
mali	substantiivi	1329
pisto	substantiivi	1328
syypää	adjektiivi, substantiivi	1328
tietotaito	substantiivi	1328
varoitusaika	substantiivi	1328
markkinaoikeus	substantiivi	1327
suvereeni	adjektiivi	1327
vastustuskyky	substantiivi	1327
vetävä	adjektiivi	1327
yksinoikeus	substantiivi	1327
asianosainen	substantiivi	1326
härmä	substantiivi	1326
ahdistella	verbi	1325
hoksata	verbi	1325
hätäpuhelu	substantiivi	1325
kahlata	verbi	1325
lima	substantiivi	1325
loihtia	verbi	1325
väkivaltaisesti	adverbi	1325
TE-toimisto	substantiivi	1324
lippa	substantiivi	1324
päivittäistavarakauppa	substantiivi	1324
rankasti	adverbi	1324
sinnikäs	adjektiivi	1324
aukaista	verbi	1323
lohduton	adjektiivi	1323
seurakuntatalo	substantiivi	1323
vaaliluettelo	substantiivi	1323
heijastella	verbi	1322
keruu	substantiivi	1322
panssaroida	verbi	1322
päiväsaikaan	adverbi	1322
tähtinen	adjektiivi	1322
antoisa	adjektiivi	1321
lentoreitti	substantiivi	1321
normalisoitua	verbi	1321
piirtyä	verbi	1321
rekka-auto	substantiivi	1321
sympatia	substantiivi	1321
toivottava	adjektiivi	1321
kaukojuna	substantiivi	1320
romantiikka	substantiivi	1320
suurikokoinen	adjektiivi	1320
toiminta-alue	substantiivi	1320
kismittää	verbi	1319
kolmiulotteinen	adjektiivi	1319
puhelinsoitto	substantiivi	1319
antaja	substantiivi	1318
iltapäivälehti	substantiivi	1318
karistaa	verbi	1318
mieleenpainuva	adjektiivi	1318
missio	substantiivi	1318
sensuuri	substantiivi	1318
ärhäkkä	adjektiivi	1318
halkeama	substantiivi	1317
huumerikos	substantiivi	1317
ikinen	adjektiivi	1317
kasvain	substantiivi	1317
kisko	substantiivi	1317
koirapuisto	substantiivi	1317
loinen	substantiivi	1317
maahantulokielto	substantiivi	1317
ruumiinavaus	substantiivi	1317
väärinkäyttää	verbi	1317
kirkkaasti	adverbi	1316
lehtitieto	substantiivi	1316
siniviiva	substantiivi	1316
sprintteri	substantiivi	1316
vaipua	verbi	1316
prototyyppi	substantiivi	1314
veroilmoitus	substantiivi	1314
alba	substantiivi	1313
penkoa	verbi	1313
risteysalue	substantiivi	1313
säännellä	verbi	1313
alppihiihtäjä	substantiivi	1312
esisopimus	substantiivi	1312
halkaisija	substantiivi	1312
jäljitellä	verbi	1312
kivikko	substantiivi	1312
koiranpentu	substantiivi	1312
kääntöpuoli	substantiivi	1312
luonnonmukainen	adjektiivi	1312
länsiraja	substantiivi	1312
vakooja	substantiivi	1312
lento-onnettomuus	substantiivi	1311
läpikäydä	verbi	1311
maallikko	substantiivi	1311
ori	substantiivi	1311
pahvilaatikko	substantiivi	1311
hybridi	substantiivi	1310
miespuolinen	adjektiivi	1310
migreeni	substantiivi	1310
omaisuusrikos	substantiivi	1310
sisäistää	verbi	1310
sopimuskausi	substantiivi	1310
suoranaisesti	adverbi	1310
demo	substantiivi	1309
ilmiliekki	substantiivi	1309
kauppasopimus	substantiivi	1309
kokoaikainen	adjektiivi	1309
mandaatti	substantiivi	1309
perustajajäsen	substantiivi	1309
sekaviesti	substantiivi	1309
sormenjälki	substantiivi	1309
ulkoilma	substantiivi	1309
istuin	substantiivi	1308
kätevästi	adverbi	1308
takaraivo	substantiivi	1308
toteen	adverbi	1308
tyhjennys	substantiivi	1308
kanaali	substantiivi	1307
lykkäys	substantiivi	1307
rypäs	substantiivi	1307
työmoraali	substantiivi	1307
haarukka	substantiivi	1306
järkevästi	adverbi	1306
peikko	substantiivi	1306
täytäntöönpano	substantiivi	1306
ankkuriosuus	substantiivi	1305
kulkuväline	substantiivi	1305
nuorisoseura	substantiivi	1305
pelastusliivi	substantiivi	1305
kiitorata	substantiivi	1304
kymmenittäin	adverbi	1304
käväistä	verbi	1304
luonnontilainen	adjektiivi	1304
moninkertaisesti	adverbi	1304
pelimies	substantiivi	1304
rusko	substantiivi	1304
traditio	substantiivi	1304
helleraja	substantiivi	1303
kehkeytyä	verbi	1303
perheenisä	substantiivi	1303
oireyhtymä	substantiivi	1302
väittämä	substantiivi	1302
ydinjäte	substantiivi	1302
ahtaaja	substantiivi	1301
hyökkäävä	adjektiivi	1301
kunniamaininta	substantiivi	1301
nollatoleranssi	substantiivi	1301
synnytyssairaala	substantiivi	1301
valopilkku	substantiivi	1301
korkeapaine	substantiivi	1300
palkkataso	substantiivi	1300
poliisivankila	substantiivi	1300
reissata	verbi	1300
ruisku	substantiivi	1300
suolainen	adjektiivi, substantiivi	1300
traumaattinen	adjektiivi	1300
vastike	substantiivi	1300
lisätulo	substantiivi	1299
punnertaa	verbi	1299
ryminä	substantiivi	1299
sukupolvenvaihdos	substantiivi	1298
gradu	substantiivi	1297
ihastus	substantiivi	1297
kipuilla	verbi	1297
lipsahtaa	verbi	1297
ruokaostos	substantiivi	1297
veloittaa	verbi	1297
veskari	substantiivi	1297
viittoa	verbi	1297
itsekäs	adjektiivi	1296
mikin	pronomini	1296
orja	substantiivi	1296
veneily	substantiivi	1296
virka-apu	substantiivi	1296
kohtu	substantiivi	1295
kotijää	substantiivi	1295
kryptovaluutta	substantiivi	1295
liesi	substantiivi	1295
roima	adjektiivi	1295
sisäpiiri	substantiivi	1295
dementia	substantiivi	1294
kaavio	substantiivi	1294
kipsi	substantiivi	1294
kommunikaatio	substantiivi	1294
lempiä	verbi	1294
sairasloma	substantiivi	1294
takaosa	substantiivi	1294
vaelluskala	substantiivi	1294
virkarikos	substantiivi	1294
elohopea	substantiivi	1293
ilmaus	substantiivi*	1293
piina	substantiivi	1293
raportointi	substantiivi	1293
somali	substantiivi	1293
junamatka	substantiivi	1292
kansallisesti	adverbi	1292
korruptoitua	verbi	1292
ostopäätös	substantiivi	1292
perukka	substantiivi	1292
sivusta	substantiivi, postpositio, adverbi	1292
takapuoli	substantiivi	1292
eläinlaji	substantiivi	1291
kummitella	verbi	1291
kuopus	substantiivi	1291
peltomaa	substantiivi	1291
siirtolapuutarha	substantiivi	1291
viikoittainen	adjektiivi	1291
koskematon	adjektiivi	1290
lähentyä	verbi	1290
orastaa	verbi	1289
symboloida	verbi	1289
arkipäivisin	adverbi	1288
harjata	verbi	1288
kaikota	verbi	1288
keräily	substantiivi	1288
lonkero	substantiivi*	1288
panta	substantiivi	1288
rituaali	substantiivi	1288
stressaantua	verbi	1288
sähköpostiviesti	substantiivi	1288
väestönkasvu	substantiivi	1288
ampu	substantiivi	1287
elämänvaihe	substantiivi	1287
todistusaineisto	substantiivi	1287
tuolta	adverbi	1287
viulukonsertto	substantiivi	1287
avotuli	substantiivi	1286
härski	adjektiivi	1286
jeesus	substantiivi	1286
jämä	substantiivi	1286
sekasorto	substantiivi	1286
sisäsatama	substantiivi	1286
vilpitön	adjektiivi	1286
avohoito	substantiivi	1285
jalusta	substantiivi	1285
seiväshyppääjä	substantiivi	1285
tyhjiin	adverbi	1285
edustajisto	substantiivi	1284
hoitohenkilöstö	substantiivi	1284
kekseliäs	adjektiivi	1284
läppä	substantiivi*	1284
talouspoliittinen	adjektiivi	1284
johtopaikka	substantiivi	1283
malja	substantiivi	1283
suoltaa	verbi	1283
televisioida	verbi	1283
virsi	substantiivi	1283
yhteisöpalvelu	substantiivi	1283
kapula	substantiivi	1282
rantakatu	substantiivi	1282
täyttymys	substantiivi	1282
pelästyä	verbi	1281
päiväuni	substantiivi	1281
jänne	substantiivi	1280
pehmentää	verbi	1280
pitkittää	verbi	1280
rautakauppa	substantiivi	1280
siru	substantiivi	1280
asunto-osakeyhtiö	substantiivi	1279
laimea	adjektiivi	1279
marraskuinen	adjektiivi	1279
metsäalue	substantiivi	1279
nuoli	substantiivi	1279
sensaatio	substantiivi	1279
pimentää	verbi	1278
puistoalue	substantiivi	1278
pätkiä	verbi	1278
vastassa	adverbi, postpositio	1278
rikostuomioistuin	substantiivi	1277
tiedonkulku	substantiivi	1277
viisumivapaus	substantiivi	1277
pukata	verbi	1276
tukko	substantiivi*	1276
vuode	substantiivi	1276
edestakaisin	adverbi	1275
hakukone	substantiivi	1275
hallitustunnustelija	substantiivi	1275
salametsästys	substantiivi	1275
kajo	substantiivi	1274
luonnontiede	substantiivi	1274
tiedustelupalvelu	substantiivi	1274
valahtaa	verbi	1274
betoninen	adjektiivi	1273
tarrata	verbi	1273
turkistarhaus	substantiivi	1273
painos	substantiivi	1272
tähtitaivas	substantiivi	1272
ajokki	substantiivi	1271
kouluvuosi	substantiivi	1271
perheenäiti	substantiivi	1271
äkillisesti	adverbi	1271
paluuliikenne	substantiivi	1270
puhella	verbi	1270
velkataakka	substantiivi	1270
ennustus	substantiivi	1269
juurtua	verbi	1269
kerääjä	substantiivi	1269
purje	substantiivi	1269
alkoholismi	substantiivi	1268
konstantti	adjektiivi, substantiivi	1268
murhayritys	substantiivi	1268
rahkeet	substantiivi	1268
hautautua	verbi	1267
konteksti	substantiivi	1267
korvaussumma	substantiivi	1267
kouluaika	substantiivi	1267
valehtelu	substantiivi	1267
gluteeniton	adjektiivi	1266
hyvätuloinen	adjektiivi	1266
ilmalämpöpumppu	substantiivi	1266
serbi	substantiivi	1266
urheilukenttä	substantiivi	1266
aggressio	substantiivi	1265
hoitojono	substantiivi	1265
kalja	substantiivi	1265
tiedemies	substantiivi	1265
maakuntalehti	substantiivi	1264
markkina-arvo	substantiivi	1264
väheksyä	verbi	1264
kusta	adverbi, verbi	1263
myllätä	verbi	1263
automatisoida	verbi	1262
banderolli	substantiivi	1262
perusterve	adjektiivi	1262
syönti	substantiivi	1262
tervahauta	substantiivi	1262
alava	adjektiivi	1261
hame	substantiivi	1261
huolenaihe	substantiivi	1261
kola	substantiivi*	1261
nautiskella	verbi	1261
sisäpeli	substantiivi	1261
ulkorakennus	substantiivi	1261
isänmaallinen	adjektiivi	1260
kruununprinsessa	substantiivi	1260
tuottoisa	adjektiivi	1260
ulkoiluttaa	verbi	1260
kansanjuhla	substantiivi	1259
keko	substantiivi	1259
lentomäki	substantiivi	1259
pattitilanne	substantiivi	1259
etiikka	substantiivi	1258
jätteenpolttolaitos	substantiivi	1258
konsultoida	verbi	1258
maalialue	substantiivi	1258
metaani	substantiivi	1258
pilkkijä	substantiivi	1258
vaientaa	verbi	1258
nestemäinen	adjektiivi	1257
oletettavasti	adverbi	1257
tiili	substantiivi	1257
valta-asema	substantiivi	1257
varttaa	verbi	1257
koukuta	verbi	1256
laittomuus	substantiivi	1256
leipäjono	substantiivi	1256
sairauskohtaus	substantiivi	1256
harmiton	adjektiivi	1255
inhota	verbi	1255
kavaltaa	verbi	1255
liiketalous	substantiivi	1255
nousukausi	substantiivi	1255
puutiainen	substantiivi	1255
vilppi	substantiivi	1255
väitöskirjatutkija	substantiivi	1255
tuotantoeläin	substantiivi	1254
kauhoa	verbi	1253
kutea	verbi	1253
olympiahopea	substantiivi	1253
kestävyysvaje	substantiivi	1252
kolmikymppinen	adjektiivi	1252
lehteri	substantiivi	1252
sensuroida	verbi	1252
erävoitto	substantiivi	1251
häkeltyä	verbi	1251
mediayhtiö	substantiivi	1251
suurentaa	verbi	1251
vastuuhenkilö	substantiivi	1251
asuntovaunu	substantiivi	1250
kaukolämpöverkko	substantiivi	1250
koillinen	substantiivi, adjektiivi	1250
käyttöjärjestelmä	substantiivi	1250
rippileiri	substantiivi	1250
saatava	substantiivi	1250
muta	substantiivi	1249
tikku	substantiivi	1249
tuolloinen	adjektiivi	1249
mustelma	substantiivi	1248
tehottomuus	substantiivi	1248
harmonikka	substantiivi	1247
liikuntatunti	substantiivi	1247
lähiliikenne	substantiivi	1247
nuorisotakuu	substantiivi	1247
vastakohta	substantiivi	1247
viri	substantiivi	1247
kauris	substantiivi	1246
napauttaa	verbi	1246
pyörre	substantiivi	1246
tuntivauhti	substantiivi	1246
hyvälaatuinen	adjektiivi	1245
illuusio	substantiivi	1245
metsänhoito	substantiivi	1245
ilmailu	substantiivi	1244
kauempi	adjektiivi	1244
liettualainen	adjektiivi, substantiivi	1244
malminetsintä	substantiivi	1244
puukerrostalo	substantiivi	1244
rikastaa	verbi	1244
sotkeutua	verbi	1244
totaalisesti	adverbi	1244
valistus	substantiivi	1244
inka	substantiivi	1243
konkretisoitua	verbi	1243
kuntoilija	substantiivi	1243
rikoshyöty	substantiivi	1243
suura	substantiivi	1243
hätäkokous	substantiivi	1242
juhlasali	substantiivi	1242
jälkimaininki	substantiivi	1242
keskimäärä	substantiivi	1242
liemi	substantiivi	1242
raha-asia	substantiivi	1242
silittää	verbi	1242
hirmuinen	adjektiivi	1241
kauhistella	verbi	1241
kivikausi	substantiivi	1241
kuluttaja-asiamies	substantiivi	1241
leireillä	verbi	1241
lumihanki	substantiivi	1241
rikossarja	substantiivi	1241
tietoverkko	substantiivi	1241
vapaudenriisto	substantiivi	1241
kellonaika	substantiivi	1240
maksukortti	substantiivi	1240
provokaatio	substantiivi	1240
rappunen	substantiivi	1240
tankkeri	substantiivi	1240
tunnustautua	verbi	1240
liikennesääntö	substantiivi	1239
sileä	adjektiivi, substantiivi	1239
sosiaalisesti	adverbi	1239
urheilutalo	substantiivi	1239
kalastella	verbi	1238
koni	substantiivi	1238
lumme	substantiivi	1238
lypsää	verbi	1238
perinnöllinen	adjektiivi	1238
rakennustarkastaja	substantiivi	1238
rankata	verbi	1238
robotiikka	substantiivi	1238
mukailla	verbi	1237
ohjelmasarja	substantiivi	1237
päällekkäinen	adjektiivi	1237
sketsi	substantiivi	1237
tilli	substantiivi	1237
kirjallisuuspalkinto	substantiivi	1236
lukukausimaksu	substantiivi	1236
bridge	substantiivi	1235
ennakkotapaus	substantiivi	1235
hormoni	substantiivi	1235
johtohenkilö	substantiivi	1235
kiinnostavuus	substantiivi	1235
maataloustuki	substantiivi	1235
päättävä	adjektiivi	1235
rohmuta	verbi	1235
siirtola	substantiivi	1235
sylkeä	verbi	1235
vesiputki	substantiivi	1235
jääkiekko-ottelu	substantiivi	1234
keräyspiste	substantiivi	1234
nelihenkinen	adjektiivi	1234
oikeustoimi	substantiivi	1234
hämärtyä	verbi	1233
katutaide	substantiivi	1233
kolmoisvoitto	substantiivi	1233
tassu	substantiivi	1233
feministi	substantiivi	1232
jouluvalo	substantiivi	1232
keskimmäinen	adjektiivi	1232
monikansallinen	adjektiivi	1232
neva	substantiivi	1232
parisataa	numeraali	1232
viheriö	substantiivi	1232
maallinen	adjektiivi, substantiivi	1231
supersankari	substantiivi	1231
takkuilla	verbi	1231
vientiteollisuus	substantiivi	1231
alistua	verbi	1230
ebola	substantiivi	1230
sekki	substantiivi	1230
vaatekauppa	substantiivi	1230
viiltää	verbi	1230
järjestelmällisesti	adverbi	1229
kompastua	verbi	1229
maanpuolustus	substantiivi	1229
sopimukseton	adjektiivi	1229
sovintoesitys	substantiivi	1229
vararehtori	substantiivi	1229
viidesti	adverbi	1229
jäsenmaksu	substantiivi	1228
kastike	substantiivi	1228
kauppapaikka	substantiivi	1228
lika	substantiivi	1228
neuvottelutulos	substantiivi	1228
nokkonen	substantiivi	1228
pikamatka	substantiivi	1228
vakoilla	verbi	1228
yliopistonlehtori	substantiivi	1228
kyntää	verbi	1227
peukku	substantiivi	1227
talousasia	substantiivi	1227
epäilyttää	verbi	1226
mieltymys	substantiivi	1226
peräjälkeen	adverbi	1226
syynätä	verbi	1226
talviuni	substantiivi	1226
vaihto-opiskelija	substantiivi	1226
ahde	substantiivi	1225
härkä	substantiivi	1225
irtokiekko	substantiivi	1225
kaksisuuntainen	adjektiivi	1225
lehtinen	substantiivi	1225
pehmolelu	substantiivi	1225
poliisitarkastaja	substantiivi	1225
takamatka	substantiivi	1225
tieverkko	substantiivi	1225
varustus	substantiivi	1225
hälytysajoneuvo	substantiivi	1224
kaivanto	substantiivi	1224
monipuolistaa	verbi	1224
ystävänpäivä	substantiivi	1224
katiska	substantiivi	1223
riittämättömyys	substantiivi	1223
tapani	substantiivi	1223
juokseva	adjektiivi	1222
kirjekuori	substantiivi	1222
kudos	substantiivi	1222
laulaja-lauluntekijä	substantiivi	1222
maksuaika	substantiivi	1222
periaatteellinen	adjektiivi	1222
rehottaa	verbi	1222
uhraus	substantiivi	1222
varastotila	substantiivi	1222
kaveripiiri	substantiivi	1221
metsäpalovaroitus	substantiivi	1221
paperiteollisuus	substantiivi	1221
päihdetyö	substantiivi	1221
tuotos	substantiivi	1221
uppoutua	verbi	1221
vääristyä	verbi	1221
tuulenpuuska	substantiivi	1220
halko	substantiivi	1219
paloturvallisuus	substantiivi	1219
rakennuskustannukset	substantiivi	1219
filharmonikko	substantiivi	1218
heilutella	verbi	1218
identtinen	adjektiivi	1218
kansallisteatteri	substantiivi	1218
kaupitella	verbi	1218
kohdemaa	substantiivi	1218
lallukka	substantiivi	1218
murjoa	verbi	1218
rapautua	verbi	1218
kuluttajariitalautakunta	substantiivi	1217
maailmantilanne	substantiivi	1217
meikata	verbi	1217
palkintojenjako	substantiivi	1217
valokuvaus	substantiivi	1217
vastoin	prepositio, postpositio	1217
yleisyys	substantiivi	1217
autonrengas	substantiivi	1216
kansanopisto	substantiivi	1216
metsikkö	substantiivi	1216
pesis	substantiivi	1216
remontointi	substantiivi	1216
sianliha	substantiivi	1216
sumuinen	adjektiivi	1216
tykkylumi	substantiivi	1216
iltapäivätoiminta	substantiivi	1215
kynnyskysymys	substantiivi	1215
lavastus	substantiivi	1215
reaaliaika	substantiivi	1215
torpedo	substantiivi	1215
ratkaisevasti	adverbi	1214
auringonvalo	substantiivi	1213
hartaasti	adverbi	1213
linjasto	substantiivi	1213
manila	substantiivi	1213
taloustieteilijä	substantiivi	1213
toimintakeskus	substantiivi	1213
ystävyyssuhde	substantiivi	1213
huolimaton	adjektiivi	1212
jylhä	adjektiivi	1212
jyrä	substantiivi	1212
kehaista	verbi	1212
lautapeli	substantiivi	1212
makuu	substantiivi	1212
oikoa	verbi	1212
vaakakuppi	substantiivi	1212
valtionapu	substantiivi	1212
jalansija	substantiivi	1211
kankainen	adjektiivi*	1211
kantele	substantiivi	1211
ohjastaa	verbi	1211
paraikaa	adverbi	1211
ponnahtaa	verbi	1211
rae	substantiivi	1211
rasite	substantiivi	1211
treffit	substantiivi	1211
farkku	substantiivi	1210
keskivaihe	substantiivi	1210
kiskoa	verbi	1210
porsas	substantiivi	1210
verenkierto	substantiivi	1210
elämänmuutos	substantiivi	1209
hamstrata	verbi	1209
kymppitonni	substantiivi	1209
realiteetti	substantiivi	1209
reunaehto	substantiivi	1209
rytminen	adjektiivi	1209
takahuone	substantiivi	1209
avolouhos	substantiivi	1208
huuhdella	verbi	1208
autiotalo	substantiivi	1207
katka	substantiivi	1207
ärsyyntyä	verbi	1207
diplomatia	substantiivi	1206
kreikka	substantiivi	1206
loiste	substantiivi	1206
nostalginen	adjektiivi	1206
satamakaupunki	substantiivi	1206
soutuvene	substantiivi	1206
ampaista	verbi	1205
autopommi	substantiivi	1205
katselmus	substantiivi	1205
kirosana	substantiivi	1205
liiketoimi	substantiivi	1205
rulla	substantiivi	1205
särkkä	substantiivi	1205
tunnusluku	substantiivi	1205
mielentila	substantiivi	1204
sujuvoittaa	verbi	1204
niitata	verbi	1203
ottava	adjektiivi	1203
skotlantilainen	adjektiivi, substantiivi	1203
turmapaikka	substantiivi	1203
oleva	adjektiivi	1202
herttuatar	substantiivi	1201
häätö	substantiivi	1201
mobiili	adjektiivi	1201
supistus	substantiivi	1201
tukevasti	adverbi	1201
virkakausi	substantiivi	1201
borrelioosi	substantiivi	1200
kaupunkiliikenne	substantiivi	1200
nivel	substantiivi	1200
silmukka	substantiivi	1200
slovenialainen	adjektiivi, substantiivi	1200
tornado	substantiivi	1200
tyhjilleen	adverbi	1200
venekunta	substantiivi	1200
haavoittuvuus	substantiivi	1199
loppusijoitus	substantiivi	1199
rahakas	adjektiivi	1199
tietoliikenne	substantiivi	1199
ulkoilija	substantiivi	1199
puuskahtaa	verbi	1198
ruis	substantiivi	1198
tappi	substantiivi	1198
kimpi	substantiivi	1197
kompuroida	verbi	1197
esteellinen	adjektiivi	1196
ohjailla	verbi	1196
papu	substantiivi	1196
virkavala	substantiivi	1196
ahmia	verbi	1195
etiketti	substantiivi	1195
huonontaa	verbi	1195
peseytyä	verbi	1195
pienyrittäjä	substantiivi	1195
populaarikulttuuri	substantiivi	1195
positiivisuus	substantiivi	1195
verinäyte	substantiivi	1195
estradi	substantiivi	1194
kara	substantiivi	1194
korkeushyppy	substantiivi	1194
kuvasto	substantiivi	1194
pesuaine	substantiivi	1194
rahamäärä	substantiivi	1194
ripaus	substantiivi	1194
tarkkaavaisuus	substantiivi	1194
televisio-ohjelma	substantiivi	1194
joukkorahoitus	substantiivi	1193
pitkospuut	substantiivi	1193
skootteri	substantiivi	1193
snooker	substantiivi	1193
uroteko	substantiivi	1193
esineistö	substantiivi	1192
hinnoitella	verbi	1192
oi	interjektio	1192
opetustoimi	substantiivi	1192
pihvi	substantiivi	1192
säteillä	verbi	1192
munia	verbi	1191
nettisivusto	substantiivi	1191
ohjelmoida	verbi	1191
peittyä	verbi	1191
arabi	substantiivi	1190
korkuinen	adjektiivi	1190
kulho	substantiivi	1190
majoituspaikka	substantiivi	1190
melkoisesti	adverbi	1190
teollisuusmaa	substantiivi	1190
vientituote	substantiivi	1190
autovero	substantiivi	1189
juhannusviikko	substantiivi	1189
kimalainen	substantiivi	1189
savupiippu	substantiivi	1189
sisäänpääsy	substantiivi	1189
tuskallinen	adjektiivi	1189
vanhustyö	substantiivi	1189
välillisesti	adverbi	1189
myötäillä	verbi	1188
toimenkuva	substantiivi	1188
vaikutusmahdollisuus	substantiivi	1188
valtataistelu	substantiivi	1188
ylimitoittaa	verbi	1188
esplanadi	substantiivi	1187
hyppyri	substantiivi	1187
juhlava	adjektiivi	1187
pahvi	substantiivi	1187
rajavyöhyke	substantiivi	1187
terveiset	substantiivi	1187
turo	substantiivi	1187
työuupumus	substantiivi	1187
vaalitappio	substantiivi	1187
vapaaehtoistyö	substantiivi	1187
hintaero	substantiivi	1186
jälkiruoka	substantiivi	1186
järisyttää	verbi	1186
kohtuullisesti	adverbi	1186
peluri	substantiivi	1186
ranneke	substantiivi	1186
diabeetikko	substantiivi	1185
epätasa-arvo	substantiivi	1185
haluttomuus	substantiivi	1185
ihonväri	substantiivi	1185
luottamustoimi	substantiivi	1185
violetti	adjektiivi, substantiivi	1185
epävakaus	substantiivi	1184
kymmenkertainen	adjektiivi	1184
merkkipaalu	substantiivi	1184
uiguuri	substantiivi	1184
askare	substantiivi	1183
kirpaista	verbi	1183
matkanteko	substantiivi	1183
myödä	verbi	1183
porttikielto	substantiivi	1183
päätöksentekijä	substantiivi	1183
saattue	substantiivi	1183
yleisurheilija	substantiivi	1183
epäilijä	substantiivi	1182
stetoskooppi	substantiivi	1182
visa	substantiivi	1182
visiitti	substantiivi	1182
energiapuu	substantiivi	1181
hampaankolo	substantiivi	1181
populaatio	substantiivi	1181
tehostua	verbi	1181
jatko-opinnot	substantiivi	1180
lastenvaunut	substantiivi	1180
lisäbudjetti	substantiivi	1180
ruoka-annos	substantiivi	1180
elinehto	substantiivi	1179
harvassa	adverbi	1179
kaiutin	substantiivi	1179
suloinen	adjektiivi	1179
toteuttaja	substantiivi	1179
harhaan	adverbi	1178
huvi	substantiivi	1178
kauhistua	verbi	1178
kognitiivinen	adjektiivi	1178
lauluntekijä	substantiivi	1178
skaala	substantiivi	1178
suunnaton	adjektiivi	1178
syrjään	adverbi	1178
hetkittäin	adverbi	1177
kansallismuseo	substantiivi	1177
koneellinen	adjektiivi, substantiivi	1177
korjuu	substantiivi	1177
talteenotto	substantiivi	1177
vaalilupaus	substantiivi	1177
kiukku	substantiivi	1176
kotikäynti	substantiivi	1176
liiemmin	adverbi	1176
moottorikelkkailija	substantiivi	1176
veto-oikeus	substantiivi	1176
ammattimaisesti	adverbi	1175
autonominen	adjektiivi	1175
kravatti	substantiivi	1175
kuukausittainen	adjektiivi	1175
kylvö	substantiivi	1175
sopimuspalokunta	substantiivi	1175
tietyömaa	substantiivi	1175
hirvikärpänen	substantiivi	1174
napakka	adjektiivi	1174
susilauma	substantiivi	1174
jäännös	substantiivi	1173
ratamoottoripyöräily	substantiivi	1173
sulkapallo	substantiivi	1173
työpanos	substantiivi	1173
episodi	substantiivi	1172
eriste	substantiivi	1172
leventää	verbi	1172
naudanliha	substantiivi	1172
sähköistyä	verbi	1172
eripura	substantiivi	1171
esihenkilö	substantiivi	1171
kaustinen	adjektiivi	1171
korvaushoito	substantiivi	1171
kuntoilu	substantiivi	1171
söpö	adjektiivi	1171
heinäkuinen	adjektiivi	1170
kaamos	substantiivi	1170
lopetus	substantiivi	1170
säännöstely	substantiivi	1170
kannas	substantiivi	1169
keskipitkä	adjektiivi	1169
lakkovaroitus	substantiivi	1169
tappaja	substantiivi	1169
lupiini	substantiivi	1168
markkina-alue	substantiivi	1168
naistenpäivä	substantiivi	1168
takuuvarma	adjektiivi	1168
yövuoro	substantiivi	1168
fossiili	substantiivi	1167
jääpato	substantiivi	1167
katujengi	substantiivi	1167
liikerakennus	substantiivi	1167
parketti	substantiivi	1167
siideri	substantiivi	1167
välttämättömyys	substantiivi	1167
leikkuri	substantiivi	1166
oivallinen	adjektiivi	1166
oma-aloitteisesti	adverbi	1166
verkkosivusto	substantiivi	1166
selailla	verbi	1165
uskallus	substantiivi	1165
verkkolehti	substantiivi	1165
vuorotyö	substantiivi	1165
epäpuhtaus	substantiivi	1164
jumittaa	verbi	1164
nähtävä	adjektiivi	1164
pientare	substantiivi	1164
rintamamiestalo	substantiivi	1164
houkutus	substantiivi	1163
kama	substantiivi	1163
keskinkertainen	adjektiivi	1163
oksentaa	verbi	1163
rautiainen	substantiivi	1163
tietosuojavaltuutettu	substantiivi	1163
vuohi	substantiivi	1163
dopingtesti	substantiivi	1162
kemianteollisuus	substantiivi	1162
leijailla	verbi	1162
mummola	substantiivi	1162
teeri	substantiivi	1162
ylitarjonta	substantiivi	1162
auraus	substantiivi	1161
liidellä	verbi	1161
omalaatuinen	adjektiivi	1161
pikkusisko	substantiivi	1161
puuhamies	substantiivi	1161
pönkittää	verbi	1161
sosialistinen	adjektiivi	1161
ahneus	substantiivi	1160
itsetuhoinen	adjektiivi	1160
kiertorata	substantiivi	1160
mummi	substantiivi	1160
pistesija	substantiivi	1160
roskapussi	substantiivi	1160
urut	substantiivi	1160
vuokratalo	substantiivi	1160
kansanperinne	substantiivi	1159
keskushallinto	substantiivi	1159
kumivene	substantiivi	1159
puhti	substantiivi	1159
virike	substantiivi	1159
aikuistua	verbi	1158
ajoneuvoyhdistelmä	substantiivi	1158
ilmiömäinen	adjektiivi	1158
jäämä	substantiivi	1158
sonni	substantiivi	1158
globaalisti	adverbi	1157
jumppa	substantiivi	1157
kuvittaa	verbi	1157
lausuma	substantiivi	1157
nojatuoli	substantiivi	1157
pelkistää	verbi	1157
ankerias	substantiivi	1156
hupi	substantiivi	1156
kabinetti	substantiivi	1156
puhalluttaa	verbi	1156
retkeily	substantiivi	1156
rivitaloasunto	substantiivi	1156
sijaisuus	substantiivi	1156
spontaani	adjektiivi	1156
suuntaviiva	substantiivi	1156
voittamaton	adjektiivi	1156
